name,url,strPrice,strRate,price,sendfee,rateCount,ratePeople,quantity,unit
【 楽天スーパーSALE 割引 】【個人様購入可能】[sss]●送料無料 【MS-082】【白米】米匠庵 金賞米＋紀州南高梅詰め合わせギフトセット 04276,https://item.rakuten.co.jp/tsukasa1/sss10005638/,"4,486円 送料無料 ",None,"4,486",0,,,,
【送料無料】金賞米（山形産）・紀州南高梅（和歌山産） 詰め合わせ / お取り寄せ 通販 お土産 お祝い プレゼント ギフト 母の日 おすすめ 保存食 非常食 備蓄 /,https://item.rakuten.co.jp/wagamachi-tokusan/s2721700008/,"5,832円 送料無料 ",None,"5,832",0,,,,
日本酒 飲み比べセット 720ml×2本 セット 上喜元 純米大吟醸 つや姫 ＆ 純米吟醸雪女神 化粧箱入 送料無料 山形,https://item.rakuten.co.jp/yamagatamaru/1111-set9/,"4,653円 送料無料 ",None,"4,653",0,,,,
日本酒 飲み比べセット 720ml×2本 セット 上喜元 純米吟醸出羽燦々 ＆ 純米大吟醸 つや姫 化粧箱入 送料無料 山形,https://item.rakuten.co.jp/yamagatamaru/1111-set1/,"4,702円 送料無料 ",None,"4,702",0,,,,
日本酒 飲み比べセット 720ml×2本 セット 上喜元 純米大吟醸 つや姫 ＆ 純米吟醸 亀の尾 化粧箱入 送料無料 山形,https://item.rakuten.co.jp/yamagatamaru/1111-set7/,"4,930円 送料無料 ",None,"4,930",0,,,,
日本酒 飲み比べセット 720ml×2本 セット 上喜元 純米大吟醸 つや姫 ＆ 純米吟醸 雄町 化粧箱入 送料無料 山形,https://item.rakuten.co.jp/yamagatamaru/1111-set6/,"4,950円 送料無料 ",None,"4,950",0,,,,
日本酒 飲み比べセット 720ml×2本 セット 上喜元 純米大吟醸 つや姫 ＆ 純米 出羽の里 化粧箱入 送料無料 山形,https://item.rakuten.co.jp/yamagatamaru/1111-set8/,"4,257円 送料無料 ",None,"4,257",0,,,,
日本酒 飲み比べセット あら玉 純米吟醸 つや姫 & 雪若丸 720ml×2本セット 化粧箱入れ 和田酒造 日本酒 山形,https://item.rakuten.co.jp/yamagatamaru/tsuyawakaset2/,"3,465円 送料無料 ",None,"3,465",0,,,,
name,url,strPrice,strRate,price,sendfee,rateCount,ratePeople,quantity,unit
【20％OFF】 令和二年産 山形県産 雪若丸 10kg(5kgX2) 山形 米 10kg 送料無料 白米,https://item.rakuten.co.jp/oec014/10000582/,"4,480円 送料無料 ",5(2件),"4,480",0,5,2,10,kg
【10%OFF】城北 スーパー大麦 バーリーマックス/もち麦/玄米 レトルト ご飯 150g 48個 (24個×2箱),https://item.rakuten.co.jp/kumano-nakatani/4973505675034-48/,"9,757円 送料無料 ",5(1件),"9,757",0,5,1,150,g
期間限定10%off 【送料無料】【当日精米】令和2年度産 山形県産 お米はえぬき 玄米 30kg(5kg×6袋)【白米・無洗米・分づき】,https://item.rakuten.co.jp/agripartner/haenuki-5by6/,"10,710円 送料無料 ",None,"10,710",0,,,30,kg
【10％OFF】 【玄米】 雪若丸 玄米 10kg(5kgX2)令和二年産 山形 山形県産 米 10kg 送料無料,https://item.rakuten.co.jp/oec014/yukiwaka_gen10k/,"4,536円 送料無料 ",5(1件),"4,536",0,5,1,10,kg
"楽天スーパーSALE10%OFF10,000円⇒【9,000円】早い者勝ち！訳あり品！ライス宮城 [未検査米]農家のきもち白米限定 25kg送料無料_産地直送【小粒だけど美味い】小分け可[選択可能]あす楽対応_関西沖縄送料別途3,000円",https://item.rakuten.co.jp/rice-miyagi/kimochi25k/,"9,000円 送料無料 ",None,"9,000",0,,,25,kg
《期間限定★10%OFF》 ひとめぼれ 米 2kg 送料無料 一関市産 岩手県産 令和2年産 《2kg》 白米 お米 2kg 米2kg 米2キロ 2キロ 一関市 岩手県 ひとめぼれ 国内産米 精米 単一原料米 検査米 ブランド米,https://item.rakuten.co.jp/ricey-miyagi/ichinoseki_2k/,"1,782円 送料無料 ",None,"1,782",0,,,2,kg
"楽天スーパーSALE10%OFF10,000円⇒【9,000円】早い者勝ち！訳あり品！ライス宮城 [未検査米]農家のきもち白米限定 25kg送料無料_産地直送【小粒だけど美味い】小分け可[選択可能]あす楽対応_関西沖縄送料別途3,000円",https://item.rakuten.co.jp/rice-miyagi/cp_kimochi25k/,"9,000円 送料無料 ",None,"9,000",0,,,25,kg
冷凍おにぎり　簡単お手軽レンジでチン!　まんぷく!全30種類セット,https://item.rakuten.co.jp/onigirino-kuni/14_ss/,"4,500円 送料無料 ",None,"4,500",0,,,,
【20％OFF】 令和二年産 山形県産 雪若丸 20kg(5kgX4) 山形 米 20kg 送料無料 白米,https://item.rakuten.co.jp/oec014/yukiwakamaru_20kg/,"8,560円 送料無料 ",None,"8,560",0,,,20,kg
半額 50% off セール SALE オフ 割引 値引き 越後ファーム お米＆ふきんセット EF-30 ギフト セット 贈り物 内祝 御祝 お返し 挨拶 香典 仏事 粗供養 志 入学 卒業 入園 卒園 就職 新築 引っ越し,https://item.rakuten.co.jp/yonedasanti-gift/t4049-478a5-60sp3/,"1,650円 +送料612円 ",None,"1,650円 +送料612",612,,,,
半額 50% off セール SALE オフ 割引 値引き 越後ファーム お米＆タオルセット EF-20 ギフト セット 贈り物 内祝 御祝 お返し 挨拶 香典 仏事 粗供養 志 入学 卒業 入園 卒園 就職 新築 引っ越し,https://item.rakuten.co.jp/yonedasanti-gift/t4049-476a5-60sp3/,"1,100円 +送料612円 ",None,"1,100円 +送料612",612,,,,
期間限定10%off 【送料無料】【当日精米】令和2年度産 山形県産 お米ササニシキ 玄米 30kg(5kg×6袋)【白米・無洗米・分づき】,https://item.rakuten.co.jp/agripartner/sasanishiki-5y6/,"10,890円 送料無料 ",3(1件),"10,890",0,3,1,30,kg
"楽天スーパーSALE10%OFF9,480円⇒【8,530円】令和2年度[送料無料]宮城県登米産ひとめぼれ20kg (5kg×4) ポリ袋仕様[出荷当日精米]白米または無洗米要選択米 20kg【あす楽対応】",https://item.rakuten.co.jp/rice-miyagi/hitome_p20k/,"8,530円 送料無料 ",5(1件),"8,530",0,5,1,20,kg
"えらべるブランド米 赤城（あかぎ） 16,500円コース 米 カタログギフト グルメ 米カタログギフト 内祝い 還暦祝い 退職祝い 結婚祝い 出産祝い 結婚内祝い 出産内祝い お返し ギフト プレゼント ギフト券 景品 二次会 頒布会",https://item.rakuten.co.jp/bonheur-gift-select/179925055/,"14,850円 送料無料 ",None,"14,850",0,,,,
米どころならではの！庄内米利きセット ｜ 株式会社フーデライト庄内・山形県,https://item.rakuten.co.jp/nipponselect/s00210001/,"3,227円 送料無料 ",None,"3,227",0,,,,
《期間限定★10%OFF》 ひとめぼれ 米 4kg 送料無料 一関市産 岩手県産 令和2年産 《4kg（2kg × 2袋）》 白米 お米 4kg 米4kg 米4キロ 4キロ 一関市 岩手県 ひとめぼれ 国内産米 精米 単一原料米 検査米 ブランド米,https://item.rakuten.co.jp/ricey-miyagi/ichinoseki_4k/,"2,610円 送料無料 ",None,"2,610",0,,,4,kg
【店内商品ポイント5倍】[3個]炊きたてのお米のように、もっちり潤う艶肌へ♪ペリカン石鹸 米艶洗顔石鹸100g【スーパーセール 3/11 01:59まで】,https://item.rakuten.co.jp/wakeary-shop/4976631308777-3/,"1,001円 +送料770円 ",5(1件),"1,001円 +送料770",770,5,1,100,g
【 楽天スーパーSALE 割引 】【個人様購入可能】[sss]●送料無料 米匠庵 互穀豊穣米 8個入り ベストセレクションセット 300g×8 (北海道産・山形県産・秋田県産・新潟県産・石川県産・兵庫県但馬産・香川県産・熊本県産) 04283,https://item.rakuten.co.jp/tsukasa1/sss10025752/,"5,076円 送料無料 ",None,"5,076",0,,,300,g
冷凍おにぎり　簡単お手軽レンジでチン!　おまかせ20個セット【送料無料】,https://item.rakuten.co.jp/onigirino-kuni/15_ss/,"3,000円 送料無料 ",None,"3,000",0,,,,
【送料無料　配りもの/贈り物】山形県産ミルキークイーン お米 コメ 白米 ギフト 景品　ゴルフコンペ　イベント　令和元年産 内祝い お祝い 5kg,https://item.rakuten.co.jp/okuttegift/kome0015-c2/,"5,500円 送料無料 ",None,"5,500",0,,,5,kg
【セット買いがお得♪6個セット】【E】お米ギフト 燦 紫 SUN-M450-33/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en21-478-048-h-ss/,"19,683円 送料無料 ",None,"19,683",0,,,,
【手提げ袋付】【1ヶから購入OK】【E】お米ギフト 燦 紫 SUN-M450-33/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en21-478-048-ss/,"3,384円 +送料900円 ",None,"3,384円 +送料900",900,,,,
【ケース単位がお得♪12個セット】【E】お米ギフト 燦 紫 SUN-M450-33/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en21-478-048-c-ss/,"38,578円 送料無料 ",None,"38,578",0,,,,
【セット買いがお得♪6個セット】【E】お米ギフト 燦 黄 SUN-K450-33/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en21-478-030-h-ss/,"19,683円 送料無料 ",None,"19,683",0,,,,
【ケース単位がお得♪12個セット】【E】お米ギフト 燦 黄 SUN-K450-33/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en21-478-030-c-ss/,"38,578円 送料無料 ",None,"38,578",0,,,,
【手提げ袋付】【1ヶから購入OK】【E】お米ギフト 燦 黄 SUN-K450-33/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en21-478-030-ss/,"3,384円 +送料900円 ",None,"3,384円 +送料900",900,,,,
【セット買いがお得♪6個セット】【E】ブランド米 食べ比べセット（1.8kg） NT-063/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en19-490-013-h-ss/,"19,683円 送料無料 ",None,"19,683",0,,,8,kg
【ケース単位がお得♪12個セット】【E】ブランド米 食べ比べセット（1.8kg） NT-063/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en19-490-013-c-ss/,"38,578円 送料無料 ",None,"38,578",0,,,8,kg
【手提げ袋付】【1ヶから購入OK】【E】ブランド米 食べ比べセット（1.8kg） NT-063/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en19-490-013-ss/,"3,384円 +送料900円 ",None,"3,384円 +送料900",900,,,8,kg
【手提げ袋付】【1ヶから購入OK】【E】ブランド米 食べ比べセット（2.7kg） NT-093/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en19-490-021-ss/,"4,499円 送料無料 ",None,"4,499",0,,,7,kg
【セット買いがお得♪4個セット】【E】ブランド米 食べ比べセット（2.7kg） NT-093/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en19-490-021-h-ss/,"17,496円 送料無料 ",None,"17,496",0,,,7,kg
【手提げ袋付】【1ヶから購入OK】【E】ブランド米 食べ比べセット（3.6kg） NT-123/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en19-490-030-ss/,"5,616円 送料無料 ",None,"5,616",0,,,6,kg
【ケース単位がお得♪8個セット】【E】ブランド米 食べ比べセット（2.7kg） NT-093/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en19-490-021-c-ss/,"34,290円 送料無料 ",None,"34,290",0,,,7,kg
【ケース単位がお得♪6個セット】【E】ブランド米 食べ比べセット（3.6kg） NT-123/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en19-490-030-c-ss/,"32,147円 送料無料 ",None,"32,147",0,,,6,kg
【セット買いがお得♪3個セット】【E】ブランド米 食べ比べセット（3.6kg） NT-123/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en19-490-030-h-ss/,"16,402円 送料無料 ",None,"16,402",0,,,6,kg
【ケース単位がお得♪5個セット】【E】ブランド米 食べ比べセット（6kg）3/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en17-443-532-c-ss/,"30,005円 送料無料 ",None,"30,005",0,,,6,kg
【セット買いがお得♪3個セット】【E】ブランド米 食べ比べセット（6kg）3/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en17-443-532-h-ss/,"18,370円 送料無料 ",None,"18,370",0,,,6,kg
【1ヶから購入OK】【E】ブランド米 食べ比べセット（6kg）3/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en17-443-532-ss/,"6,246円 送料無料 ",None,"6,246",0,,,6,kg
半額 50% off セール SALE オフ 割引 値引き 越後ファーム お米＆ふきん＆タオルセット EF-50 ギフト セット 贈り物 内祝 御祝 お返し 挨拶 香典 仏事 粗供養 志 入学 卒業 入園 卒園 就職 新築 引っ越し,https://item.rakuten.co.jp/yonedasanti-gift/t4049-480a4-60sp3/,"2,750円 +送料612円 ",None,"2,750円 +送料612",612,,,,
半額 50% off セール SALE オフ 割引 値引き 越後ファーム お米＆ふきん＆タオルセット EF-25 ギフト セット 贈り物 内祝 御祝 お返し 挨拶 香典 仏事 粗供養 志 入学 卒業 入園 卒園 就職 新築 引っ越し,https://item.rakuten.co.jp/yonedasanti-gift/t4049-477a5-60sp3/,"1,375円 +送料612円 ",None,"1,375円 +送料612",612,,,,
【山形県産 美味しい「雪若丸」5kgx2　 2020年新米】精米無洗米 特別栽培米 際立つ美味しさ 粒たちの美味しいお米　冷めても美味しい大人気のお米です♪♪,https://item.rakuten.co.jp/moritodenen/10000067/,"5,760円 送料無料 ",None,"5,760",0,,,5,kg
【山形県産 美味しい「雪若丸」5kg 2020年新米】精米無洗米 特別栽培米のお米　粒立ちの美味しいお米＆【山形県産 茸・筍・山菜炊き込みご飯の素】200g(2合用）各1袋(3袋セット) です♪♪,https://item.rakuten.co.jp/moritodenen/10000065/,"5,520円 送料無料 ",None,"5,520",0,,,5,kg
【山形県産 美味しい「雪若丸」5kg 2020年新米】精米無洗米 特別栽培米 際立つ美味しさ 粒立ちの美味しいお米　冷めても美味しい大人気のお米です♪♪,https://item.rakuten.co.jp/moritodenen/10000060/,"4,080円 送料無料 ",None,"4,080",0,,,5,kg
【10%以上OFF】 楽天スーパーSALE お返し 内祝い ギフト 野菜吉兆楽3大ブランド米食べ比べセット210368産直新築 お礼 引越し 志 仏事 送料無料,https://item.rakuten.co.jp/adachi-umai/s-50325691/,"6,609円 送料無料 ",None,"6,609",0,,,,
米 山形県産 雪若丸（2kg） ※産地直送商品の為、のし、ラッピングサービスに対応しておりません ホワイトデー お返し,https://item.rakuten.co.jp/giftplaza-online/172-3349/,"2,916円 送料無料 ",None,"2,916",0,,,2,kg
name,url,strPrice,strRate,price,sendfee,rateCount,ratePeople,quantity,unit
【ケース単位がお得♪8個セット】【E】ブランド米 食べ比べセット（2.7kg） NT-093/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en19-490-021-c-ss/,"34,290円 送料無料 ",None,"34,290",0,,,7,kg
【ケース単位がお得♪6個セット】【E】ブランド米 食べ比べセット（3.6kg） NT-123/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en19-490-030-c-ss/,"32,147円 送料無料 ",None,"32,147",0,,,6,kg
【セット買いがお得♪3個セット】【E】ブランド米 食べ比べセット（3.6kg） NT-123/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en19-490-030-h-ss/,"16,402円 送料無料 ",None,"16,402",0,,,6,kg
【ケース単位がお得♪5個セット】【E】ブランド米 食べ比べセット（6kg）3/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en17-443-532-c-ss/,"30,005円 送料無料 ",None,"30,005",0,,,6,kg
【セット買いがお得♪3個セット】【E】ブランド米 食べ比べセット（6kg）3/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en17-443-532-h-ss/,"18,370円 送料無料 ",None,"18,370",0,,,6,kg
【1ヶから購入OK】【E】ブランド米 食べ比べセット（6kg）3/4(木)20：00〜3/11(木)1:59迄スーパーセールで10%OFF!,https://item.rakuten.co.jp/at-home/en17-443-532-ss/,"6,246円 送料無料 ",None,"6,246",0,,,6,kg
【10%以上OFF】 楽天スーパーSALE お返し 内祝い ギフト 野菜吉兆楽3大ブランド米食べ比べセット210368産直新築 お礼 引越し 志 仏事 送料無料,https://item.rakuten.co.jp/adachi-umai/s-50325691/,"6,609円 送料無料 ",None,"6,609",0,,,,
お米＆ふきん＆タオルセット[内祝い お返し ホワイトデー お返し ギフト 入学内祝い 引き出物 結婚内祝い 出産内祝い 快気祝い 快気内祝い 新築内祝い 香典返し],https://item.rakuten.co.jp/oculu/t26-04/,"2,200円 +送料910円 ",None,"2,200円 +送料910",910,,,,
お米＆ふきん＆タオルセット[内祝い お返し ホワイトデー お返し ギフト 入学内祝い 引き出物 結婚内祝い 出産内祝い 快気祝い 快気内祝い 新築内祝い 香典返し],https://item.rakuten.co.jp/oculu/t26-02/,"1,375円 +送料910円 ",None,"1,375円 +送料910",910,,,,
【10%以上OFF】 楽天スーパーSALE お返し 内祝い ギフト 野菜 越後ファーム 人気品種食べ比べセットNT-06 新築 お礼 引越し 志 仏事 送料無料,https://item.rakuten.co.jp/adachi-umai/s-5012571/,"3,348円 送料無料 ",None,"3,348",0,,,,
【10%以上OFF】 楽天スーパーSALE お返し 内祝い ギフト 野菜 越後ファーム 人気品種食べ比べセットNT-12 新築 お礼 引越し 志 仏事 送料無料,https://item.rakuten.co.jp/adachi-umai/s-5012572/,"5,346円 送料無料 ",None,"5,346",0,,,,
"えらべるブランド米 赤城（あかぎ） 16,500円コース 米 カタログギフト グルメ 米カタログギフト 内祝い 還暦祝い 退職祝い 結婚祝い 出産祝い 結婚内祝い 出産内祝い お返し ギフト プレゼント ギフト券 景品 二次会 頒布会",https://item.rakuten.co.jp/bonheur-gift-select/179925055/,"14,850円 送料無料 ",None,"14,850",0,,,,
"えらべるブランド米 霧島（きりしま） 88,000円コース 米 カタログギフト グルメ 米カタログギフト 内祝い 還暦祝い 退職祝い 結婚祝い 出産祝い 結婚内祝い 出産内祝い お返し ギフト プレゼント ギフト券 景品 二次会 頒布会",https://item.rakuten.co.jp/bonheur-gift-select/179925059/,"79,200円 送料無料 ",None,"79,200",0,,,,
"えらべるブランド米 苗場（なえば） 55,000円コース 米 カタログギフト グルメ 米カタログギフト 内祝い 還暦祝い 退職祝い 結婚祝い 出産祝い 結婚内祝い 出産内祝い お返し ギフト プレゼント ギフト券 景品 二次会 頒布会",https://item.rakuten.co.jp/bonheur-gift-select/179925058/,"49,500円 送料無料 ",None,"49,500",0,,,,
"えらべるブランド米 富士（ふじ） 11,000円コース 米 カタログギフト グルメ 米カタログギフト 内祝い 還暦祝い 退職祝い 結婚祝い 出産祝い 結婚内祝い 出産内祝い お返し ギフト プレゼント ギフト券 景品 二次会 頒布会",https://item.rakuten.co.jp/bonheur-gift-select/179925054/,"9,900円 送料無料 ",None,"9,900",0,,,,
